Nome,in0,in1,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,in2,in3,in4,in5,in6,in7,in8,in9
25-P14,0.001399,0.002949,0.000551,0.001755,0.007407,0.000604,0.00282,0.009865,0.000925,0.004314,0.004581,0.007743,0.006503,0.002766,0.013826,0.000807,0.001569,0.007407,0.007039,0.000809
25-P2,0.000934,0.00112,0.000987,0.001251,0.001211,0.001429,0.001145,0.001128,0.001009,0.001016,0.00124,0.001119,0.001092,0.0015,0.001155,0.001261,0.001276,0.001408,0.001416,0.000954
25-P3,0.001416,0.001442,0.001322,0.00125,0.001172,0.001107,0.001371,0.001382,0.001461,0.001368,0.001386,0.001464,0.001118,0.00144,0.00128,0.000948,0.001409,0.001429,0.001435,0.001312
25-P4,0.001036,0.000982,0.001116,0.00108,0.001185,0.001277,0.001469,0.001404,0.001163,0.001024,0.001033,0.001238,0.001126,0.001029,0.000985,0.000986,0.00148,0.001445,0.001347,0.001222
25-P5,0.001025,0.000888,0.001406,0.001178,0.001045,0.001271,0.001139,0.001361,0.00132,0.001271,0.001078,0.001327,0.001016,0.001218,0.001182,0.001029,0.001265,0.001454,0.001454,0.00123
300-P1,0.003446,0.005266,0.004632,0.00469,0.003421,0.004216,0.004989,0.0044,0.004873,0.004985,0.00379,0.004294,0.005502,0.004574,0.004243,0.003517,0.004255,0.00327,0.003303,0.005231
300-P2,0.115159,0.072795,0.002108,0.003785,0.002816,0.042071,0.050197,0.075999,0.57381,0.002505,0.144008,0.002669,0.003496,0.035895,0.052583,0.00279,0.106994,0.220413,0.002654,0.002756
300-P3,0.27401,0.594554,0.024857,0.449836,0.767289,0.846801,0.897547,0.137633,0.468044,0.76843,1.15079,0.54725,1.37372,0.004146,0.968362,2.42212,0.26043,3.71621,0.527516,2.4296
300-P30,2.51288,3.19479,3.51171,10.8489,3.6855,66.5957,4.19266,10.3125,2.75464,0.716305,15.76,2.66129,8.92672,0.885959,4.60783,1.71023,2.01265,10.1733,21.0065,6.25657
300-P4,0.166342,0.21055,0.70781,0.811146,0.434443,0.919966,6.16636,3.23998,7.14074,0.350446,1.94932,1.19915,0.652347,1.15776,1.19405,3.65129,1.78894,1.16195,3.20409,4.01031
300-P40,14.0137,26.1666,0.510506,10.0841,1.25672,1.78475,3.14836,0.735419,22.6449,4.16261,1.08726,1.0233,1.03549,2.67596,17.0677,0.740129,9.44726,17.4258,8.80599,7.72405
300-P5,0.130591,0.333032,2.79684,1.27063,0.873133,1.32584,1.33899,0.969379,0.236108,0.535608,1.91018,0.607242,1.06835,1.26439,0.593776,0.548712,0.241864,0.270561,3.75628,1.41985
300-P50,12.2956,6.66361,21.0859,24.3167,2.12819,20.1202,1.78665,18.7145,5.75096,4.00608,3.16593,6.1547,2.08561,24.0415,7.47115,5.26672,7.56451,6.86805,0.501768,1.70937
300-P6,0.803108,2.95308,0.910412,4.46059,1.74466,1.25362,0.449706,0.599879,0.258721,2.90402,1.49332,0.653498,0.345894,3.87074,0.975345,1.27004,1.6161,0.930168,0.084628,1.42802
300-P60,7.85484,2.54583,39.1059,21.0231,1.81646,6.67432,39.338,9.44403,2.64418,4.77963,7.45082,26.9535,27.0389,1.17071,5.39748,2.26278,3.2064,9.38288,4.7302,28.2366
300-P70,13.6643,15.0268,19.5762,18.9325,4.40749,12.0806,1.00008,1.04934,2.79653,19.2008,1.39603,31.0416,12.0914,5.59744,2.3245,20.0051,8.00699,6.50185,0.61384,13.6422
300-P80,3.75945,7.40537,7.71293,9.37634,18.2136,40.1771,2.90271,7.04981,15.6708,10.466,8.80443,7.64195,58.2037,2.02365,14.783,12.5194,5.92581,5.61426,96.2789,26.1259
400-P1,0.003674,0.005778,0.005402,0.004552,0.005712,0.006359,0.005735,0.003726,0.004988,0.003279,0.006327,0.003997,0.003395,0.004027,0.003679,0.004951,0.003422,0.003241,0.003607,0.003188
400-P2,0.650241,0.121789,0.003767,0.356097,0.997596,1.23571,0.586964,0.003249,0.085046,1.96084,2.80042,1.2856,0.802516,1.15309,0.147077,0.233483,0.317215,0.765508,1.01142,3.39822
400-P3,1.71568,1.50625,2.88914,3.62138,2.36202,2.58979,5.20769,4.12881,1.87851,5.29025,0.690277,1.82357,3.01201,0.649404,1.45207,1.57437,4.00867,0.355186,0.878828,0.914216
400-P30,14.4219,11.852,42.4907,11.5732,47.1249,6.23423,4.59534,2.95802,24.9477,36.0066,2.60417,45.9447,14.8001,3.2929,3.74068,7.11496,66.3204,2.71759,19.8666,34.2094
400-P4,6.59436,2.83266,4.33001,3.3271,2.46889,0.969458,1.05386,1.26065,1.76693,2.52902,3.94715,4.74557,0.808811,1.00475,2.52092,1.91153,1.01435,1.30173,2.42184,3.11566
400-P40,12.0364,25.2356,15.3409,15.1602,21.9656,0.629525,1.11224,30.1185,4.10446,17.5057,6.5532,24.1762,3.02877,16.3207,6.18521,7.95031,1.39868,1.63669,10.5099,6.67226
400-P5,4.61841,1.55487,3.14813,13.7822,1.10938,0.998577,1.53184,3.10215,2.90581,1.60842,2.14706,3.27522,1.40873,3.26417,3.5679,2.64247,0.617702,0.520702,2.38762,0.49362
400-P50,14.0037,30.1378,13.3089,18.8736,26.1729,0.768445,18.4226,38.4682,66.8263,3.33074,51.2804,29.2166,16.499,10.488,17.9638,21.4812,20.1876,1.46098,23.812,32.8464
400-P6,1.83115,8.49807,2.06174,10.9296,3.45321,0.417399,2.41072,9.88995,4.62539,1.91272,0.761802,10.0968,0.446114,3.36615,8.24608,3.19273,2.06406,3.45195,0.57367,1.97138
400-P60,13.8401,12.4278,12.9845,15.9687,16.4573,9.76755,14.6634,5.19372,27.3263,41.3538,22.13,20.6821,20.0293,9.61191,3.69607,27.4614,7.35949,17.0613,40.2683,16.4551
400-P70,8.63799,30.8727,16.4021,32.7891,10.7693,21.2486,16.2795,64.9052,3.75655,45.8974,20.9851,21.88,55.0461,26.8009,15.743,15.6771,14.7168,60.1277,79.8219,3.35016
400-P80,26.5171,29.9669,65.6813,35.3489,29.1517,46.325,14.2637,20.0293,10.1935,121.218,3.19636,3.7458,48.6521,5.44533,8.56088,2.9811,64.0708,117.258,15.6218,1.61216
50-P1,0.001169,0.001538,0.001547,0.001627,0.001304,0.001361,0.00165,0.001419,0.00117,0.001869,0.00126,0.001288,0.001548,0.001326,0.001501,0.001529,0.001451,0.001489,0.001566,0.001211
50-P10,0.001055,0.006572,0.006613,0.008093,0.057486,0.001029,0.004546,0.027609,0.05531,0.001174,0.009579,0.016021,0.022082,0.000796,0.015031,0.032319,0.000782,0.012169,0.001067,0.010989
50-P2,0.001397,0.001324,0.001362,0.001234,0.001288,0.001491,0.001634,0.001743,0.001733,0.001441,0.001745,0.001852,0.001921,0.001311,0.001439,0.001825,0.001771,0.001492,0.001224,0.001966
50-P3,0.001359,0.001796,0.001529,0.001707,0.0013,0.001509,0.001298,0.001703,0.001262,0.00158,0.001333,0.001526,0.001309,0.001372,0.001692,0.001509,0.001895,0.001665,0.001803,0.001479
50-P4,0.001412,0.001515,0.001213,0.001501,0.001563,0.001393,0.001429,0.001785,0.00152,0.001633,0.001207,0.001236,0.001079,0.001581,0.001371,0.00134,0.001484,0.00122,0.001333,0.001174
50-P5,0.001213,0.00142,0.000997,0.001365,0.001656,0.001955,0.001276,0.001809,0.001654,0.00162,0.00153,0.001303,0.000783,0.00118,0.001555,0.001049,0.001525,0.001851,0.001469,0.001305
50-P6,0.001152,0.000769,0.003497,0.000772,0.001272,0.001069,0.001119,0.000995,0.000918,0.000772,0.003199,0.000886,0.001024,0.001509,0.00121,0.001129,0.001135,0.000853,0.001049,0.001066
50-P7,0.001026,0.001105,0.001358,0.00089,0.001209,0.012252,0.004588,0.005826,0.001399,0.001243,0.000774,0.001125,0.004215,0.000705,0.000908,0.001184,0.000953,0.001,0.000941,0.00095
50-P8,0.004605,0.027845,0.00104,0.000749,0.001341,0.004897,0.000813,0.001102,0.001282,0.001075,0.000787,0.01869,0.000924,0.011222,0.024294,0.001005,0.001094,0.001263,0.01107,0.000991
50-P9,0.006913,0.001079,0.000979,0.027038,0.000968,0.001123,0.004069,0.034394,0.021448,0.000941,0.001082,0.001219,0.008738,0.000968,0.006792,0.00099,0.001085,0.010019,0.036464,0.016129
500-P1,0.00739,0.005402,0.003879,0.006154,0.004144,0.003588,0.004334,0.004115,0.002842,0.006569,0.004084,0.005016,0.00594,0.005377,0.004472,0.004408,0.00363,0.004396,0.002987,0.006267
500-P2,1.85614,2.41254,4.71735,0.376304,2.01665,1.88867,2.64997,4.25059,1.83814,1.70835,5.10557,4.937,0.251272,3.10572,1.48995,3.40645,2.39809,0.765432,1.68128,3.43232
500-P3,1.86637,5.93457,0.599649,1.97037,2.07346,1.11187,1.03451,3.24205,2.37678,2.76822,3.24528,1.25469,6.28278,3.80512,1.99973,4.83829,0.389523,1.2185,3.77098,3.56213
500-P30,31.1617,66.6949,19.8714,33.8488,25.9442,34.6081,23.4842,22.8559,10.6043,8.61569,39.4481,23.156,126.225,37.8539,44.7214,9.31483,16.5086,54.1503,8.42147,1.86881
500-P4,14.0143,3.50703,1.50269,4.42699,0.598198,2.96614,1.55713,1.35332,4.34965,2.55096,3.39545,2.18171,2.43889,1.33073,3.90937,8.81231,13.8747,1.37256,1.1374,2.76184
500-P40,11.9077,48.6614,18.6631,29.9113,9.70872,11.522,25.7362,3.86012,20.3238,48.2094,17.4438,3.52065,23.4882,20.5514,21.3241,88.213,34.838,20.2461,10.2627,87.8226
500-P5,17.383,7.39532,1.74122,15.8848,5.4001,1.12448,2.83768,5.26116,2.61072,4.64558,5.10209,3.38765,1.18321,7.0941,7.62318,11.8,2.26536,7.76688,0.708598,4.21391
500-P50,26.4724,7.29694,12.0602,6.34274,71.1498,4.62851,103.808,21.5161,26.6956,51.6805,20.5984,32.5266,14.377,16.5049,21.0798,164.224,10.4402,56.2382,3.37858,4.82646
500-P6,11.5981,13.7848,8.07341,3.16545,8.45815,8.0974,3.29238,16.4766,7.34566,1.21499,21.9564,2.08838,5.60899,11.9804,10.8091,4.04834,9.6865,6.17787,5.24997,1.04306
500-P60,44.5406,13.9102,786.828,18.5845,132.043,22.4218,55.1712,34.2468,2.5887,23.4751,29.4962,18.8396,11.3351,7.92966,71.7807,226.527,12.5864,3.00208,3.2927,9.17773
500-P70,10.3096,4.19463,138.729,9.87169,8.69636,13.5383,56.612,70.3195,43.9952,98.6593,13.3528,54.2857,47.893,13.5328,214.054,45.543,96.4879,33.9966,39.8249,5.37392
500-P80,24.5764,18.7331,16.179,48.349,26.6558,11.0243,35.4738,2.13995,7.11306,23.4429,2.25445,167.05,39.5894,64.4064,73.4726,59.3247,49.8744,74.5119,7.01995,104.421
