Nome,in0,in1,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,in2,in3,in4,in5,in6,in7,in8,in9
C800-1,7.04023,4.67224,1.3346,2.9406,0.091985,0.956818,12.1693,4.12105,7.74986,9.98636,0.183419,2.38684,2.32987,9.25052,3.98891,7.40867,0.180585,7.85873,8.72191,2.20013
C800-2,17.6212,9.56892,5.32714,16.6765,3.70375,8.19141,78.608,20.3724,33.4776,8.99213,1.05095,7.09716,2.73466,36.0855,21.2895,5.97443,127.012,22.9498,49.8989,5.905
C800-3,6.77233,13.8572,10.4264,10.1958,2.83128,28.928,5.86576,21.8558,13.0642,3.04562,8.61079,24.0352,22.1882,15.6509,13.7825,4.11162,12.2274,34.2416,2.41432,14.1746
C800-4,5.26456,2.40015,143.58,14.6313,12.9312,19.364,11.3356,4.54568,32.4325,3.42709,4.89192,198.319,19.8008,12.1994,4.1929,26.4456,3.2631,45.3041,5.80941,7.21114
C800-5,28.9007,15.4996,8.94788,26.1999,6.65196,35.2259,11.7973,8.58024,66.472,7.63579,55.7577,109.236,45.5525,33.5615,32.992,17.948,13.0318,14.7416,4.90183,2.44655
C800-6,49.1399,8.7718,52.4644,84.5031,78.7339,16.0008,10.2024,22.8185,35.3027,19.0877,15.223,15.8995,20.0005,0.607667,33.3947,16.3747,19.9168,40.5416,22.1712,128.558
C900-1,6.13518,4.36871,2.03,11.3614,10.0589,7.25526,2.62314,32.2983,1.52217,12.8981,26.6885,10.4142,0.091007,4.59379,1.49807,5.26081,7.22198,11.9671,2.2382,0.125394
C900-2,10.3283,1.07191,37.918,24.7148,13.7857,12.1152,9.23058,21.2169,9.50769,2.15572,4.16344,11.5321,9.01825,9.94041,36.6535,72.3583,32.9742,5.79739,6.68017,20.7318
C900-3,2.69895,4.08527,24.2975,29.8767,11.3481,5.73703,18.5376,3.9203,40.5087,40.1719,7.11661,8.90121,10.743,24.2903,17.7852,10.2183,7.30169,11.6467,75.6555,6.63858
C900-4,0.856076,13.9914,27.9137,19.7255,28.2845,38.4157,14.6847,8.77306,74.9476,1.62853,25.5489,21.278,10.7315,5.53183,17.3789,37.7633,62.8261,13.1993,11.0813,29.8112
C900-5,4.33213,24.2604,6.04643,8.57844,5.2052,3.03614,127.015,3.69803,26.4486,16.2404,38.3988,14.3429,39.0166,9.56619,85.3823,8.11941,44.8266,37.3697,13.8372,11.7151
C900-6,55.8726,65.1471,155.798,297.948,11.5685,170.851,118.384,120.411,21.1445,18.4584,29.4578,63.8017,9.52019,3.91618,41.2589,12.8815,7.26416,33.3437,17.5637,20.5802
